pair,final_energy,energy_drop,receptor,ligand
SERT_Ibogaine,-68372.30688858032,74848026.99676132,SERT,Ibogaine
SERT_Ibotenic_acid,-68669.38195419312,218817.40449523926,SERT,Ibotenic_acid
SERT_Ipomoea_tricolor,-68480.29725265503,3104204.9387168884,SERT,Ipomoea_tricolor
SERT_Isopropylphenidate,-68406.01029968262,144231.97817230225,SERT,Isopropylphenidate
SERT_JWH-018,-68476.87264251709,341130605.6696472,SERT,JWH-018
SERT_JWH-073,-68265.3913269043,283860068.9938965,SERT,JWH-073
SERT_Kava,-68820.46562194824,121953.87637329102,SERT,Kava
SERT_Ketamine,-69047.27806091309,2370832.106491089,SERT,Ketamine
SERT_Kratom,-68982.68449401855,123290.8634147644,SERT,Kratom
SERT_LAE-32,-68747.88771820068,948286.5348587036,SERT,LAE-32
SERT_LSA,-68637.14924621582,217375.66262054443,SERT,LSA
SERT_LSD,-68420.24250030518,126555.5710029602,SERT,LSD
SERT_LSM-775,-68515.41413116455,193529.99514389038,SERT,LSM-775
SERT_LSZ,-68430.30493164062,145410.69651031494,SERT,LSZ
SERT_Lisdexamfetamine,-68644.95055007935,109118.19842529297,SERT,Lisdexamfetamine
SERT_Lophophora_williamsii,-68971.64135742188,473770.67615509033,SERT,Lophophora_williamsii
SERT_Lorazepam,-68524.44658660889,51845145.29731369,SERT,Lorazepam
SERT_Lormetazepam,-68432.7862701416,2535307.64944458,SERT,Lormetazepam
SERT_MCPP,-68856.98799133301,106661.80951690674,SERT,MCPP
SERT_MDA,-69004.76071166992,127975.99821472168,SERT,MDA
SERT_MDAI,-68759.6883392334,121768.93017959595,SERT,MDAI
SERT_MDEA,-68475.26543807983,296752.5801048279,SERT,MDEA
SERT_MDMA,-68595.97593688965,260760.5774230957,SERT,MDMA
SERT_MDPV,-68654.87608718872,151939.44470977783,SERT,MDPV
SERT_MET,-68634.96301269531,148616.82577514648,SERT,MET
SERT_Meclofenoxate,-68774.1142501831,108892.92012786865,SERT,Meclofenoxate
SERT_Melatonin,-68612.71775054932,376270.8584213257,SERT,Melatonin
SERT_Memantine,-68796.96881103516,111965.32759094238,SERT,Memantine
SERT_Mephedrone,-68750.08097076416,154191.1601524353,SERT,Mephedrone
SERT_Mescaline,-68855.54527282715,124651.03854370117,SERT,Mescaline
SERT_Methadone,-68423.36180877686,128505.93867492676,SERT,Methadone
SERT_Methallylescaline,-68815.79179382324,1551187.1988372803,SERT,Methallylescaline
SERT_Methamphetamine,-68747.48030853271,99316.81846618652,SERT,Methamphetamine
SERT_Methaqualone,-68481.25001525879,736834.1750259399,SERT,Methaqualone
SERT_Methcathinone,-68698.90344238281,112960.14342880249,SERT,Methcathinone
SERT_Methiopropamine,-68570.42719268799,127139.74463653564,SERT,Methiopropamine
SERT_Methoxetamine,-68566.20317840576,126619.619140625,SERT,Methoxetamine
SERT_Methylnaphthidate,-68704.25099945068,172989.45238304138,SERT,Methylnaphthidate
SERT_Methylone,-69041.3191986084,135169.56187438965,SERT,Methylone
SERT_Methylphenidate,-68596.69345855713,118869.27841949463,SERT,Methylphenidate
SERT_Metizolam,-68518.10194015503,16157951.492816925,SERT,Metizolam
SERT_Mexedrone,-69002.93721008301,124301.03914642334,SERT,Mexedrone
SERT_MiPLA,-68351.72956466675,128022.82647323608,SERT,MiPLA
SERT_MiPT,-68556.49334716797,115703.02757263184,SERT,MiPT
SERT_Midazolam,-68714.1159362793,186228.4000930786,SERT,Midazolam
SERT_Mirtazapine,-68821.09410858154,117959999.53157806,SERT,Mirtazapine
SERT_Modafinil,-68698.7917175293,154062.51769256592,SERT,Modafinil
SERT_Morphine,-68333.23805999756,245416.01570510864,SERT,Morphine
SERT_Myristicin,-68982.00546264648,147197.97788238525,SERT,Myristicin
SERT_N-Acetylcysteine,-68868.99542236328,124046618.9316864,SERT,N-Acetylcysteine
SERT_N-Ethylhexedrone,-68686.22462463379,180526.47133636475,SERT,N-Ethylhexedrone
SERT_NBx,-68608.7844543457,159683.21897125244,SERT,NBx
SERT_NEP,-68683.2057800293,134756.26501464844,SERT,NEP
SERT_NM-2-AI,-68795.29775238037,115130.38055801392,SERT,NM-2-AI
SERT_Nicotiana_(botany),-68781.91268920898,186572.41986846924,SERT,Nicotiana_(botany)
SERT_Nicotine,-68597.10836029053,130580.62073516846,SERT,Nicotine
SERT_Nifoxipam,-68441.65990447998,166887.13915252686,SERT,Nifoxipam
SERT_Nitromethaqualone,-68744.21742248535,143257.58330345154,SERT,Nitromethaqualone
SERT_Nitrous,-68440.25902938843,59920966.33679962,SERT,Nitrous
SERT_Noradrenaline,-68795.91050720215,156381.01692199707,SERT,Noradrenaline
SERT_O-Desmethyltramadol,-68399.82107543945,10507233423.551453,SERT,O-Desmethyltramadol
SERT_O-PCE,-68477.40234375,140736.00428771973,SERT,O-PCE
SERT_Oxycodone,-68778.0015411377,140970.83083343506,SERT,Oxycodone
SERT_Oxymorphone,-68498.57585144043,10514640.02470398,SERT,Oxymorphone
SERT_PARGY-LAD,-68485.30958557129,122019.7624092102,SERT,PARGY-LAD
SERT_PCE,-68754.41333007812,118866.12829589844,SERT,PCE
SERT_PCP,-68581.05822753906,2176748.867782593,SERT,PCP
SERT_PMA,-68674.86357116699,6594571.872245789,SERT,PMA
SERT_PMMA,-68708.73602294922,132707.3456878662,SERT,PMMA
SERT_PRO-LAD,-68475.95099639893,2348887.454208374,SERT,PRO-LAD
SERT_Peganum_harmala,-68657.99668884277,150507.85069274902,SERT,Peganum_harmala
SERT_Pentedrone,-68682.9653930664,164613.42444229126,SERT,Pentedrone
SERT_Pentobarbital,-68691.5537033081,129958.73271942139,SERT,Pentobarbital
SERT_Pethidine,-68628.70961761475,160708.30055236816,SERT,Pethidine
SERT_Phenethylamine_(compound),-68856.15309906006,144392.21779632568,SERT,Phenethylamine_(compound)
SERT_Phenibut,-68538.149559021,319622.7459869385,SERT,Phenibut
SERT_Phenobarbital,-68618.97561645508,159800.20793151855,SERT,Phenobarbital
SERT_Poppers,-68711.17436218262,159227.238489151,SERT,Poppers
SERT_Pregabalin,-68870.14720153809,138058.9359512329,SERT,Pregabalin
SERT_Progesterone,-68488.2914276123,6512375.601173401,SERT,Progesterone
SERT_Prolintane,-68611.6143875122,126012.0924873352,SERT,Prolintane
SERT_Promethazine,-68477.25852203369,156917.62099456787,SERT,Promethazine
SERT_Propylhexedrine,-68900.45440673828,104586.96755981445,SERT,Propylhexedrine
SERT_Proscaline,-68757.50582122803,240235.49418258667,SERT,Proscaline
SERT_Psilocin,-68746.69857788086,139481.65134429932,SERT,Psilocin
SERT_Pyrazolam,-68750.07381439209,339228.5113067627,SERT,Pyrazolam
SERT_SAM-e,-68623.69605255127,2242575.5658340454,SERT,SAM-e
SERT_STS-135,-68612.84019470215,139073.7059020996,SERT,STS-135
SERT_Salvia_divinorum,-68738.63122558594,3007459.037963867,SERT,Salvia_divinorum
SERT_Salvinorin_A,-68948.62629699707,130761.66522216797,SERT,Salvinorin_A
SERT_Salvinorin_B_methoxymethyl_ether,-68694.03784942627,122895.53437042236,SERT,Salvinorin_B_methoxymethyl_ether
SERT_Secobarbital,-68741.66260910034,129607.33152008057,SERT,Secobarbital
SERT_Serotonin,-68911.15536499023,112736.08474731445,SERT,Serotonin
SERT_Sufentanil,-68567.43518066406,150377.55532836914,SERT,Sufentanil
SERT_THC-O-acetate,-68850.18982696533,8203644.467025757,SERT,THC-O-acetate
SERT_THJ-018,-68787.00901794434,1006707767.5404053,SERT,THJ-018
SERT_THJ-2201,-68410.41107940674,117552.33156585693,SERT,THJ-2201
SERT_TMA-2,-68754.39868164062,239575.8771057129,SERT,TMA-2
SERT_TMA-6,-68764.90467834473,166978.2137145996,SERT,TMA-6
SERT_Tabernanthe_iboga_(botany),-68425.13123321533,13001553599.674713,SERT,Tabernanthe_iboga_(botany)
SERT_Tapentadol,-68698.06643676758,105927.22064208984,SERT,Tapentadol
SERT_Temazepam,-68618.70167922974,247040.14920043945,SERT,Temazepam
SERT_Tetrahydrocannabinol,-68300.2841796875,106269.09172821045,SERT,Tetrahydrocannabinol
SERT_Tetrahydrocannabiphorol,-68604.16226196289,278661.62254333496,SERT,Tetrahydrocannabiphorol
SERT_Theacrine,-68797.9075088501,153220.68852996826,SERT,Theacrine
SERT_Theanine,-68612.10460662842,147243.7760696411,SERT,Theanine
SERT_Tianeptine,-68545.61336517334,2149062.9645442963,SERT,Tianeptine
SERT_Tizanidine,-68775.26388549805,116367.48223876953,SERT,Tizanidine
SERT_Tramadol,-68567.82344055176,135377612.68039703,SERT,Tramadol
SERT_Tryptamine_(compound),-68768.55221557617,184058.3586578369,SERT,Tryptamine_(compound)
SERT_Tyrosine,-68509.95602416992,265978.2631225586,SERT,Tyrosine
SERT_U-47700,-68724.4852142334,2160980.0189971924,SERT,U-47700
SERT_Zolpidem,-68565.42695617676,471064.8583831787,SERT,Zolpidem
SERT_Zopiclone,-68473.35400390625,132624.4168701172,SERT,Zopiclone
"Sigma1_1,4-Butanediol",-30847.47890996933,49400.89249563217,Sigma1,"1,4-Butanediol"
Sigma1_1B-LSD,-30912.39853668213,38928.74238586426,Sigma1,1B-LSD
Sigma1_1P-ETH-LAD,-30848.28586912155,39540.58341169357,Sigma1,1P-ETH-LAD
Sigma1_1P-LSD,-30885.13677597046,61539.69695663452,Sigma1,1P-LSD
Sigma1_1V-LSD,-30959.945867300034,36460.465677022934,Sigma1,1V-LSD
Sigma1_1cP-AL-LAD,-30886.37234687805,77191.28916740417,Sigma1,1cP-AL-LAD
Sigma1_1cP-LSD,-30875.320791244507,35513.10140800476,Sigma1,1cP-LSD
Sigma1_1cP-MiPLA,-30816.593101501465,37064.7592124939,Sigma1,1cP-MiPLA
"Sigma1_2,5-DMA",-30771.710324287415,43747.40456485748,Sigma1,"2,5-DMA"
Sigma1_2-Aminoindane,-30775.20761489868,44035.66566467285,Sigma1,2-Aminoindane
Sigma1_2-FA,-30740.042459964752,42584.608847141266,Sigma1,2-FA
Sigma1_2-FEA,-30849.7283039093,37976.04487800598,Sigma1,2-FEA
Sigma1_2-FMA,-30762.597579956055,37958.990982055664,Sigma1,2-FMA
Sigma1_2-Fluorodeschloroketamine,-30722.718459129333,40008.73362636566,Sigma1,2-Fluorodeschloroketamine
Sigma1_25B-NBOH,-30728.713523864746,39475.33500289917,Sigma1,25B-NBOH
Sigma1_25B-NBOMe,-30871.26796555519,37412.53332734108,Sigma1,25B-NBOMe
Sigma1_25C-NBOH,-30728.745714187622,40563.75924491882,Sigma1,25C-NBOH
Sigma1_25C-NBOMe,-30788.56863641739,39030.21177530289,Sigma1,25C-NBOMe
Sigma1_25D-NBOMe,-30778.96688747406,37672.303027153015,Sigma1,25D-NBOMe
Sigma1_25E-NBOH,-30779.066356658936,39649.95092391968,Sigma1,25E-NBOH
Sigma1_25I-NBOH,-30741.55128955841,36175.11857318878,Sigma1,25I-NBOH
Sigma1_25I-NBOMe,-30850.41482067108,37414.887152671814,Sigma1,25I-NBOMe
Sigma1_25N-NBOMe,-30889.53339290619,38521.69687175751,Sigma1,25N-NBOMe
Sigma1_2C-B,-30779.61417198181,39309.03939628601,Sigma1,2C-B
Sigma1_2C-B-FLY,-30750.22896385193,42042.26354789734,Sigma1,2C-B-FLY
Sigma1_2C-C,-30818.514709472656,37761.485511779785,Sigma1,2C-C
Sigma1_2C-D,-30745.028568267822,39988.703773498535,Sigma1,2C-D
Sigma1_2C-E,-30777.03328514099,36067.536211013794,Sigma1,2C-E
Sigma1_2C-H,-30754.733510017395,43802.886200904846,Sigma1,2C-H
Sigma1_2C-I,-30764.023756980896,36587.71048641205,Sigma1,2C-I
Sigma1_2C-P,-30797.365564346313,38909.95427131653,Sigma1,2C-P
Sigma1_2C-T,-30781.558792591095,41741.97687578201,Sigma1,2C-T
Sigma1_2C-T-2,-30793.64804458618,40988.614891052246,Sigma1,2C-T-2
Sigma1_2C-T-21,-30880.373816490173,38760.6239233017,Sigma1,2C-T-21
Sigma1_2C-T-7,-30818.94867706299,37647.17839050293,Sigma1,2C-T-7
Sigma1_2M2B,-30774.92568874359,43563.154326438904,Sigma1,2M2B
"Sigma1_3,4-CTMP",-30736.624657154083,38832.21585893631,Sigma1,"3,4-CTMP"
Sigma1_3-FA,-30755.49758052826,44522.346442222595,Sigma1,3-FA
Sigma1_3-FEA,-30773.27020072937,42192.402002334595,Sigma1,3-FEA
Sigma1_3-FMA,-30689.67879486084,38421.041034698486,Sigma1,3-FMA
Sigma1_3-FPM,-30713.40964794159,37972.04480266571,Sigma1,3-FPM
Sigma1_3-HO-PCE,-30755.837528705597,43400.206448078156,Sigma1,3-HO-PCE
Sigma1_3-HO-PCP,-30744.547503471375,42169.47009563446,Sigma1,3-HO-PCP
Sigma1_3-MMC,-30906.6615524292,13568968.119275093,Sigma1,3-MMC
Sigma1_3-MeO-PCE,-30815.871135234833,41139.99360990524,Sigma1,3-MeO-PCE
Sigma1_3-MeO-PCMo,-30759.216126441956,47550.63091754913,Sigma1,3-MeO-PCMo
Sigma1_3-MeO-PCP,-30639.008856773376,37536.545367240906,Sigma1,3-MeO-PCP
Sigma1_3C-E,-30750.65314102173,39845.78088760376,Sigma1,3C-E
Sigma1_3C-P,-30785.221300125122,37388.87244606018,Sigma1,3C-P
Sigma1_4-AcO-DET,-30828.536467075348,46007.23249578476,Sigma1,4-AcO-DET
Sigma1_4-AcO-DMT,-30807.53714609146,37157.065306186676,Sigma1,4-AcO-DMT
Sigma1_4-AcO-DiPT,-30712.452138900757,39999.38791847229,Sigma1,4-AcO-DiPT
Sigma1_4-AcO-MET,-30703.964015960693,61858.70124053955,Sigma1,4-AcO-MET
Sigma1_4-AcO-MiPT,-30788.61144399643,37042.76778173447,Sigma1,4-AcO-MiPT
Sigma1_4-FA,-30845.546761274338,45294.36514544487,Sigma1,4-FA
Sigma1_4-FMA,-30794.345496177673,41391.423508644104,Sigma1,4-FMA
Sigma1_4-HO-DET,-30744.979705810547,43407.509647369385,Sigma1,4-HO-DET
Sigma1_4-HO-DPT,-30693.713151931763,36537.893632888794,Sigma1,4-HO-DPT
Sigma1_4-HO-DiPT,-30782.231189727783,38982.693241119385,Sigma1,4-HO-DiPT
Sigma1_4-HO-EPT,-30730.250328063965,39078.55828857422,Sigma1,4-HO-EPT
Sigma1_4-HO-MET,-30677.71137237549,37920.83826828003,Sigma1,4-HO-MET
Sigma1_4-HO-MPT,-30784.014024972916,50477.78013062477,Sigma1,4-HO-MPT
Sigma1_4-HO-MiPT,-30731.779048919678,39589.89826965332,Sigma1,4-HO-MiPT
Sigma1_4-MeO-PCP,-30765.13800430298,41957.426193237305,Sigma1,4-MeO-PCP
Sigma1_4F-EPH,-30745.97915506363,38512.96108484268,Sigma1,4F-EPH
Sigma1_4F-MPH,-30789.7168776989,45515.67259669304,Sigma1,4F-MPH
"Sigma1_5,6-MDO-DMT",-30674.789529800415,37016.58397483826,Sigma1,"5,6-MDO-DMT"
Sigma1_5-APB,-30775.009596824646,53855.85039806366,Sigma1,5-APB
Sigma1_5-Hydroxytryptophan,-30698.319274902344,45421.107860565186,Sigma1,5-Hydroxytryptophan
Sigma1_5-MAPB,-30790.37203478813,39354.70500445366,Sigma1,5-MAPB
Sigma1_5-MeO-DALT,-30820.380744218826,39512.4356110096,Sigma1,5-MeO-DALT
Sigma1_5-MeO-DMT,-30775.229930877686,39577.65482711792,Sigma1,5-MeO-DMT
Sigma1_5-MeO-DiBF,-30786.442469596863,36069.111079216,Sigma1,5-MeO-DiBF
Sigma1_5-MeO-DiPT,-30674.327011823654,38675.553475141525,Sigma1,5-MeO-DiPT
Sigma1_5-MeO-MiPT,-30760.031715393066,40353.40015792847,Sigma1,5-MeO-MiPT
Sigma1_5F-AKB48,-30857.958256721497,36824.65203952789,Sigma1,5F-AKB48
Sigma1_5F-PB-22,-30923.636053800583,37945.21456408501,Sigma1,5F-PB-22
Sigma1_6-APB,-30753.141399860382,42989.205917835236,Sigma1,6-APB
Sigma1_6-APDB,-30799.515851974487,42177.4339427948,Sigma1,6-APDB
Sigma1_8-Chlorotheophylline,-30691.344378471375,39588.13449001312,Sigma1,8-Chlorotheophylline
Sigma1_A-PHP,-30745.001231193542,43429.34665966034,Sigma1,A-PHP
Sigma1_A-PVP,-30750.14808368683,44511.76582431793,Sigma1,A-PVP
Sigma1_AB-FUBINACA,-30868.235731124878,38296.54119682312,Sigma1,AB-FUBINACA
Sigma1_AL-LAD,-30929.367985248566,64476.60906267166,Sigma1,AL-LAD
Sigma1_ALD-52,-30767.310830116272,38198.67500400543,Sigma1,ALD-52
Sigma1_APICA,-30995.904209136963,41011.964096069336,Sigma1,APICA
Sigma1_Acetylcholine,-30750.76515197754,37810.68237686157,Sigma1,Acetylcholine
Sigma1_Acetylfentanyl,-30843.75080680847,35716.21512031555,Sigma1,Acetylfentanyl
Sigma1_Adrafinil,-30804.440538406372,46423.84810066223,Sigma1,Adrafinil
Sigma1_Adrenaline,-30761.689761161804,36707.352553367615,Sigma1,Adrenaline
Sigma1_Alcohol,-30896.41267967224,42576.90928077698,Sigma1,Alcohol
Sigma1_Allylescaline,-30817.331804275513,39911.42857551575,Sigma1,Allylescaline
Sigma1_Alpha-MT,-30944.278085708618,36491.00841712952,Sigma1,Alpha-MT
Sigma1_Alprazolam,-30805.81955909729,46499.27989768982,Sigma1,Alprazolam
Sigma1_Amanita_muscaria,-30717.023854255676,40162.604004859924,Sigma1,Amanita_muscaria
Sigma1_Amphetamine,-30751.567296504974,43736.718427181244,Sigma1,Amphetamine
Sigma1_Anadenanthera_peregrina,-30735.909593582153,42634.40683174133,Sigma1,Anadenanthera_peregrina
Sigma1_Argyreia_nervosa,-30738.983904123306,37227.547868967056,Sigma1,Argyreia_nervosa
Sigma1_Armodafinil,-30769.59059238434,39922.5052614212,Sigma1,Armodafinil
Sigma1_Ayahuasca,-30782.22965478897,48841.93236017227,Sigma1,Ayahuasca
Sigma1_Baclofen,-30765.8266415596,43884.82924699783,Sigma1,Baclofen
Sigma1_Baeocystin,-30783.454634666443,36727.536677360535,Sigma1,Baeocystin
Sigma1_Banisteriopsis_caapi,-30773.631900787354,45736.55317687988,Sigma1,Banisteriopsis_caapi
Sigma1_Benzydamine,-30888.3202419281,38195.955713272095,Sigma1,Benzydamine
Sigma1_Beta-Carboline,-30736.084803581238,49180.40338802338,Sigma1,Beta-Carboline
Sigma1_Bk-2C-B,-30845.64744567871,36786.4517250061,Sigma1,Bk-2C-B
Sigma1_Bromantane,-30800.732667922974,42127.66183280945,Sigma1,Bromantane
Sigma1_Bromazepam,-30789.697757720947,37927.692054748535,Sigma1,Bromazepam
Sigma1_Bromo-DragonFLY,-30823.315769195557,39324.15006637573,Sigma1,Bromo-DragonFLY
Sigma1_Bufotenin,-30690.52241039276,36563.13688182831,Sigma1,Bufotenin
Sigma1_Buprenorphine,-30896.992052078247,54853.53216743469,Sigma1,Buprenorphine
Sigma1_Butylone,-30753.06972885132,50564.88916015625,Sigma1,Butylone
Sigma1_Caffeine,-30718.789999961853,46552.97948741913,Sigma1,Caffeine
Sigma1_Cannabidiol,-30903.795028686523,37033.19459152222,Sigma1,Cannabidiol
Sigma1_Cannabis,-30842.811859846115,38869.85850977898,Sigma1,Cannabis
Sigma1_Carisoprodol,-30793.115427970886,38495.3077878952,Sigma1,Carisoprodol
Sigma1_Cathinone,-30763.146370887756,36072.25360965729,Sigma1,Cathinone
Sigma1_Changa,-30810.31471347809,36138.944558143616,Sigma1,Changa
Sigma1_Choline_bitartrate,-30758.512784957886,40056.270154953,Sigma1,Choline_bitartrate
Sigma1_Citicoline,-30772.759488105774,38937.91889286041,Sigma1,Citicoline
Sigma1_Clonazepam,-30785.20894050598,51650.0829334259,Sigma1,Clonazepam
Sigma1_Clonazolam,-30796.161157608032,45222.98608970642,Sigma1,Clonazolam
Sigma1_Clonidine,-30752.887315750122,40286.481355667114,Sigma1,Clonidine
Sigma1_Cocaine,-30733.08224582672,35962.38395023346,Sigma1,Cocaine
Sigma1_Codeine,-30792.13214302063,92073.33788490295,Sigma1,Codeine
Sigma1_Creatine,-30739.686456680298,41553.230867385864,Sigma1,Creatine
Sigma1_Cyclazodone,-30869.282963752747,44162.51137256622,Sigma1,Cyclazodone
Sigma1_DET,-30725.160759925842,44265.067383766174,Sigma1,DET
Sigma1_DMT,-30769.666853904724,48434.162764549255,Sigma1,DMT
Sigma1_DOB,-30781.428274154663,38873.222620010376,Sigma1,DOB
Sigma1_DOC,-30787.168501138687,38037.47100663185,Sigma1,DOC
Sigma1_DOI,-30677.686546325684,38998.30081176758,Sigma1,DOI
Sigma1_DOM,-30730.071508407593,41028.318017959595,Sigma1,DOM
Sigma1_DOx,-30814.792709350586,38866.32199859619,Sigma1,DOx
Sigma1_DPT,-30851.8828625679,38169.28580522537,Sigma1,DPT
Sigma1_Datura,-30796.668758392334,44822.51043319702,Sigma1,Datura
Sigma1_Delta-8-THC,-30821.275651931763,38715.922899246216,Sigma1,Delta-8-THC
Sigma1_Deschloroetizolam,-30799.201890945435,46705.72959327698,Sigma1,Deschloroetizolam
Sigma1_Deschloroketamine,-30722.424797534943,35394.07074022293,Sigma1,Deschloroketamine
Sigma1_Desomorphine,-30809.2945022583,41393.03289794922,Sigma1,Desomorphine
Sigma1_Desoxypipradrol,-30765.292446136475,38856.794887542725,Sigma1,Desoxypipradrol
Sigma1_Dextroamphetamine,-30732.786222457886,39869.93860054016,Sigma1,Dextroamphetamine
Sigma1_Dextromethorphan,-30863.983674764633,37636.05541014671,Sigma1,Dextromethorphan
Sigma1_Dextropropoxyphene,-30877.5420255661,39215.29264354706,Sigma1,Dextropropoxyphene
Sigma1_DiPT,-30761.702934265137,37367.32163619995,Sigma1,DiPT
Sigma1_Diazepam,-30746.010283470154,42441.826603889465,Sigma1,Diazepam
Sigma1_Dichloropane,-30665.101770401,40258.06022834778,Sigma1,Dichloropane
Sigma1_Diclazepam,-30748.089853286743,37206.019132614136,Sigma1,Diclazepam
Sigma1_Dihydrocodeine,-30770.249700546265,45774.43356895447,Sigma1,Dihydrocodeine
Sigma1_Diphenhydramine,-30897.2028131485,39634.16811084747,Sigma1,Diphenhydramine
Sigma1_Diphenidine,-30725.43349838257,40523.96123504639,Sigma1,Diphenidine
Sigma1_Dopamine,-30643.119569778442,40023.134603500366,Sigma1,Dopamine
Sigma1_EPT,-30727.055302619934,36268.641686439514,Sigma1,EPT
Sigma1_ETH-CAT,-30858.884180545807,37511.5432305336,Sigma1,ETH-CAT
Sigma1_ETH-LAD,-30876.44701576233,44710.675844192505,Sigma1,ETH-LAD
Sigma1_Echinopsis_pachanoi,-30741.029916763306,48397.360189437866,Sigma1,Echinopsis_pachanoi
Sigma1_Efavirenz,-30917.722541332245,39284.4149851799,Sigma1,Efavirenz
Sigma1_Ephedrine,-30750.471146821976,39006.865830659866,Sigma1,Ephedrine
Sigma1_Ephenidine,-30731.636308670044,35962.39198875427,Sigma1,Ephenidine
Sigma1_Ephylone,-30771.56260585785,40471.15395259857,Sigma1,Ephylone
Sigma1_Escaline,-30666.448016166687,43338.671904563904,Sigma1,Escaline
Sigma1_Eszopiclone,-30825.793449401855,39027.547439575195,Sigma1,Eszopiclone
Sigma1_Ethylmorphine,-30759.86742591858,126427.14861297607,Sigma1,Ethylmorphine
Sigma1_Ethylone,-30759.497097969055,37984.072266578674,Sigma1,Ethylone
Sigma1_Ethylphenidate,-30808.23668861389,41028.78828620911,Sigma1,Ethylphenidate
Sigma1_Etizolam,-30836.081320762634,43991.77163219452,Sigma1,Etizolam
Sigma1_Fentanyl,-30936.430819511414,37348.306487083435,Sigma1,Fentanyl
Sigma1_Flualprazolam,-30650.509069919586,39546.693251132965,Sigma1,Flualprazolam
Sigma1_Flubromazepam,-30823.16482067108,38379.835642814636,Sigma1,Flubromazepam
Sigma1_Flubromazolam,-30761.694416046143,49206.27228927612,Sigma1,Flubromazolam
Sigma1_Flunitrazepam,-30757.088255882263,41906.43234920502,Sigma1,Flunitrazepam
Sigma1_Flunitrazolam,-30736.097865104675,49213.86330318451,Sigma1,Flunitrazolam
Sigma1_GABA,-30733.19423031807,40948.27624630928,Sigma1,GABA
Sigma1_GBL,-30792.01977610588,50241.399498701096,Sigma1,GBL
Sigma1_GHB,-30731.23566055298,38150.13763046265,Sigma1,GHB
Sigma1_Gabapentin,-30678.480842590332,41893.17623138428,Sigma1,Gabapentin
Sigma1_Gaboxadol,-30686.75824689865,41204.36260175705,Sigma1,Gaboxadol
Sigma1_Galantamine,-30843.12123298645,36659.9093914032,Sigma1,Galantamine
Sigma1_Glutamate,-30654.451913833618,38195.6162853241,Sigma1,Glutamate
Sigma1_HHC,-30740.69143486023,36979.63289833069,Sigma1,HHC
Sigma1_HXE,-30773.462669849396,49885.41456270218,Sigma1,HXE
Sigma1_Harmala_alkaloid,-30740.177311897278,43150.90939807892,Sigma1,Harmala_alkaloid
Sigma1_Heroin,-30852.187781333923,38567.13119792938,Sigma1,Heroin
Sigma1_Hexedrone,-30815.534276008606,38523.46489429474,Sigma1,Hexedrone
Sigma1_Histamine,-30848.084572792053,39229.31521320343,Sigma1,Histamine
Sigma1_Hydrocodone,-30754.468269348145,37597.49425125122,Sigma1,Hydrocodone
Sigma1_Hydromorphone,-30817.50942993164,37659.82321929932,Sigma1,Hydromorphone
Sigma1_Ibogaine,-30748.055616378784,35380.35076713562,Sigma1,Ibogaine
Sigma1_Ibotenic_acid,-30736.288513183594,38618.53602600098,Sigma1,Ibotenic_acid
Sigma1_Ipomoea_tricolor,-30785.44985485077,36292.362555503845,Sigma1,Ipomoea_tricolor
Sigma1_Isopropylphenidate,-30728.985047340393,37552.77614688873,Sigma1,Isopropylphenidate
Sigma1_JWH-018,-30868.550882339478,38367.791399002075,Sigma1,JWH-018
Sigma1_JWH-073,-30810.907075881958,39696.61732673645,Sigma1,JWH-073
Sigma1_Kava,-30865.734924793243,39622.4058880806,Sigma1,Kava
Sigma1_Ketamine,-30726.99907207489,40761.991740226746,Sigma1,Ketamine
Sigma1_Kratom,-30847.665132522583,37884.68925285339,Sigma1,Kratom
Sigma1_LAE-32,-30846.05269575119,46093.85025167465,Sigma1,LAE-32
Sigma1_LSA,-30706.804852485657,36855.06506061554,Sigma1,LSA
Sigma1_LSD,-30850.748287200928,37796.57710647583,Sigma1,LSD
Sigma1_LSM-775,-30827.32174873352,37994.6796169281,Sigma1,LSM-775
Sigma1_LSZ,-30790.85806465149,37018.432622909546,Sigma1,LSZ
Sigma1_Lisdexamfetamine,-30776.271167755127,43282.23566055298,Sigma1,Lisdexamfetamine
Sigma1_Lophophora_williamsii,-30637.66314315796,40161.73278045654,Sigma1,Lophophora_williamsii
Sigma1_Lorazepam,-30797.028695106506,38373.85798358917,Sigma1,Lorazepam
Sigma1_Lormetazepam,-30713.20636177063,40465.797746658325,Sigma1,Lormetazepam
Sigma1_MCPP,-30732.035608291626,38815.946741104126,Sigma1,MCPP
Sigma1_MDA,-30721.810569763184,41079.14027404785,Sigma1,MDA
Sigma1_MDAI,-30902.268171310425,52842.32571601868,Sigma1,MDAI
Sigma1_MDEA,-30764.6109790802,45617.61554527283,Sigma1,MDEA
Sigma1_MDMA,-30776.157791137695,45668.39455795288,Sigma1,MDMA
Sigma1_MDPV,-30709.896045684814,39730.1688785553,Sigma1,MDPV
Sigma1_MET,-30710.091183662415,39625.74946689606,Sigma1,MET
Sigma1_Meclofenoxate,-30748.308082580566,39316.71918487549,Sigma1,Meclofenoxate
Sigma1_Melatonin,-30765.99326133728,44056.785623550415,Sigma1,Melatonin
Sigma1_Memantine,-30743.32828426361,38955.07870388031,Sigma1,Memantine
Sigma1_Mephedrone,-30893.487990379333,43970.13895320892,Sigma1,Mephedrone
