ligand,mean,std,count
A_alpha3_MDPV,-62961.733390808105,,1
A_alpha3_Cannabidiol,-62961.62882566452,,1
A_alpha3_2-FA,-62959.93967819214,,1
A_alpha3_Codeine,-62959.7268371582,,1
A_alpha3_1cP-AL-LAD,-62956.65546035767,,1
A_alpha3_LAE-32,-62955.10646057129,,1
A_alpha3_Beta-Carboline,-62954.437812805176,,1
A_alpha3_Flualprazolam,-62953.99244689941,,1
A_alpha3_1V-LSD,-62953.778259277344,,1
A_alpha3_Methiopropamine,-62950.7985458374,,1
A_alpha3_Nicotine,-62949.81995010376,,1
A_alpha3_Pentedrone,-62948.66915512085,,1
A_alpha3_4-HO-DET,-62947.80758666992,,1
A_alpha3_2M2B,-62946.32982635498,,1
A_alpha3_2C-T-7,-62945.92893028259,,1
A_alpha3_Salvinorin_A,-62945.90957260132,,1
A_alpha3_4F-EPH,-62943.73552131653,,1
A_alpha3_HHC,-62943.69313144684,,1
A_alpha3_Dichloropane,-62943.67226028442,,1
A_alpha3_25D-NBOMe,-62941.93075180054,,1
A_alpha3_Banisteriopsis_caapi,-62939.906772613525,,1
A_alpha3_NM-2-AI,-62939.873291015625,,1
A_alpha3_PCP,-62938.98627471924,,1
A_alpha3_Changa,-62938.48264312744,,1
A_alpha3_3-MeO-PCMo,-62936.31081581116,,1
A_alpha3_Sufentanil,-62935.95024681091,,1
A_alpha3_Peganum_harmala,-62935.25406837464,,1
A_alpha3_Kava,-62933.75116729736,,1
A_alpha3_HXE,-62933.00843048096,,1
A_alpha3_Clonidine,-62932.39621543884,,1
A_alpha3_4F-MPH,-62930.884284973145,,1
A_alpha3_2-FMA,-62930.54517364502,,1
A_alpha3_Serotonin,-62930.49503326416,,1
A_alpha3_25E-NBOH,-62928.65603065491,,1
A_alpha3_STS-135,-62928.227909088135,,1
A_alpha3_Tizanidine,-62926.96370506287,,1
A_alpha3_Pentobarbital,-62923.83693313599,,1
A_alpha3_Delta-8-THC,-62923.53531265259,,1
A_alpha3_4-AcO-MiPT,-62921.7658996582,,1
A_alpha3_Citicoline,-62920.667236328125,,1
A_alpha3_Etizolam,-62920.54170227051,,1
A_alpha3_LSM-775,-62919.91319656372,,1
A_alpha3_Clonazepam,-62918.57493209839,,1
A_alpha3_Clonazolam,-62918.39136123657,,1
A_alpha3_3-FPM,-62916.952754974365,,1
A_alpha3_Bufotenin,-62916.440296173096,,1
A_alpha3_Salvia_divinorum,-62915.29704666138,,1
A_alpha3_Dextromethorphan,-62911.6566734314,,1
A_alpha3_3C-E,-62910.84754943848,,1
A_alpha3_LSZ,-62910.54162979126,,1
A_alpha3_U-47700,-62909.86666870117,,1
A_alpha3_3-FA,-62905.22214317322,,1
A_alpha3_4-AcO-DiPT,-62904.16180229187,,1
A_alpha3_AL-LAD,-62903.96085548401,,1
A_alpha3_Dopamine,-62901.59768295288,,1
A_alpha3_5-MeO-DALT,-62900.6962852478,,1
A_alpha3_4-MeO-PCP,-62898.58817863464,,1
A_alpha3_Amanita_muscaria,-62897.69951057434,,1
A_alpha3_Bromantane,-62896.07524871826,,1
A_alpha3_Lophophora_williamsii,-62893.27818107605,,1
A_alpha3_4-FA,-62890.771322250366,,1
A_alpha3_DET,-62890.31162261963,,1
A_alpha3_DOx,-62888.22786712647,,1
A_alpha3_Echinopsis_pachanoi,-62888.07215118408,,1
A_alpha3_N-Acetylcysteine,-62887.28100299835,,1
A_alpha3_Amphetamine,-62884.66757583618,,1
A_alpha3_Baeocystin,-62884.24611663818,,1
A_alpha3_DPT,-62883.31734657288,,1
A_alpha3_25N-NBOMe,-62882.16316986084,,1
A_alpha3_25C-NBOH,-62881.81452178955,,1
A_alpha3_PMA,-62880.79760169983,,1
A_alpha3_Tetrahydrocannabinol,-62877.047290802,,1
A_alpha3_Promethazine,-62873.99124145508,,1
A_alpha3_Diphenhydramine,-62871.63794136047,,1
A_alpha3_MDMA,-62871.12062835693,,1
A_alpha3_Ethylone,-62868.33677864075,,1
A_alpha3_Methadone,-62866.59832763672,,1
A_alpha3_1B-LSD,-62864.31847381592,,1
A_alpha3_Argyreia_nervosa,-62862.499294281006,,1
A_alpha3_Methamphetamine,-62861.703453063965,,1
A_alpha3_Fentanyl,-62861.58498764038,,1
A_alpha3_Diazepam,-62857.34133529663,,1
A_alpha3_Ipomoea_tricolor,-62857.08185195923,,1
A_alpha3_3-FMA,-62852.08051872253,,1
A_alpha3_2C-T-21,-62851.94676971436,,1
A_alpha3_Temazepam,-62848.51891994476,,1
A_alpha3_DMT,-62846.68859672546,,1
A_alpha3_PMMA,-62846.59701919556,,1
"A_alpha3_3,4-CTMP",-62844.59352493286,,1
A_alpha3_Tetrahydrocannabiphorol,-62844.07945346832,,1
A_alpha3_THJ-2201,-62833.48218154907,,1
A_alpha3_Alpha-MT,-62833.01382398605,,1
A_alpha3_Kratom,-62828.21335983277,,1
A_alpha3_Benzydamine,-62824.510252952576,,1
A_alpha3_Zolpidem,-62814.466566085815,,1
A_alpha3_4-HO-EPT,-62798.63086891174,,1
A_alpha3_Cannabis,-62792.85644245148,,1
A_alpha3_DiPT,-62791.15449333191,,1
A_alpha3_1cP-MiPLA,-62785.749567985535,,1
A_alpha3_Melatonin,-62784.206687927246,,1
A_alpha3_PARGY-LAD,-62777.38901805878,,1
"A_alpha3_5,6-MDO-DMT",-62739.14749145508,,1
A_alpha3_5F-PB-22,-62720.45269584656,,1
MCPP,-58466.78469187753,19960.39331820686,57
Nitromethaqualone,-58435.98272732266,19926.802782789848,57
Diclazepam,-58423.993975101854,19925.626077961926,57
Mescaline,-58070.75914776639,20346.904697869282,57
Zopiclone,-58052.292120065606,20329.705984526867,57
DOI,-57954.33906633812,20421.956358967876,57
"1,4-Butanediol",-57933.92691611825,20419.47864136663,57
1cP-AL-LAD,-57928.82051515579,20240.229964702845,58
4-AcO-MET,-57917.8021702417,20219.67846482882,58
Gaboxadol,-57915.478723655484,20246.39586196525,58
HXE,-57915.476149220216,20392.556762686912,57
Methamphetamine,-57915.41284161806,20245.89466127065,58
Dextroamphetamine,-57913.35198205196,20256.709904040898,58
LSA,-57912.96647824501,20242.01191986104,58
Choline_bitartrate,-57911.19499511143,20259.377434790676,58
N-Acetylcysteine,-57910.18333668544,20273.311204715817,58
Ibotenic_acid,-57909.831783429305,20245.47933399558,58
Anadenanthera_peregrina,-57909.81324124336,20251.640507508295,58
Ayahuasca,-57908.85881206188,20229.855842022578,58
GBL,-57908.834185415304,20254.202885504128,58
Theacrine,-57908.744424486984,20216.65684986159,58
Acetylcholine,-57907.120463689855,20268.609558642107,58
MDMA,-57906.471351011045,20220.27067426024,58
GHB,-57904.93358321847,20260.70262697337,58
Allylescaline,-57904.679440272266,20260.81280867107,58
Noradrenaline,-57904.0815389403,20265.360858730368,58
Pentedrone,-57903.63206466313,20207.18553356871,58
2C-T-7,-57903.35365012493,20234.89018852449,58
MET,-57903.34096856056,20195.598133851192,58
2-Fluorodeschloroketamine,-57903.232111273144,20196.37868674595,58
2M2B,-57903.197619943785,20240.65001526786,58
2C-H,-57903.14754572408,20239.420974905963,58
3-HO-PCP,-57903.101436843135,20269.782724689852,58
3-HO-PCE,-57902.92216471968,20243.000811388978,58
6-APDB,-57902.918265960856,20256.344437266787,58
Propylhexedrine,-57902.45189865293,20210.64622432147,58
Tryptamine_(compound),-57902.21459077658,20214.926385967345,58
Serotonin,-57902.11501238881,20233.602934291495,58
Adrenaline,-57901.89940201825,20226.804989359895,58
Lorazepam,-57901.705986779314,20199.450942477633,58
HHC,-57901.66928833107,20225.589332862626,58
2C-T,-57901.606900975625,20221.678904692344,58
4-HO-EPT,-57901.3946986404,20245.24971853038,58
Kava,-57900.48159434878,20193.995588454345,58
Psilocin,-57900.291460406166,20217.186349456344,58
Amanita_muscaria,-57900.05400147109,20231.612563825525,58
1P-LSD,-57900.02004476046,20216.454202271656,58
Caffeine,-57899.71672406073,20225.030167909288,58
SAM-e,-57899.47990813954,20229.36741730074,58
Melatonin,-57898.886688692815,20236.848433286643,58
Peganum_harmala,-57898.391727725495,20219.491401647345,58
2C-E,-57898.359283122525,20232.36532700911,58
Morphine,-57898.297977866794,20211.16605013052,58
2C-D,-57898.16344546861,20268.539495072902,58
Methylphenidate,-57898.15250015259,20221.80541367798,58
Nitrous,-57898.117721664494,20225.343349313647,58
Acetylfentanyl,-57898.02280081552,20216.378826758457,58
TMA-6,-57897.791484031186,20246.51954420252,58
3-FMA,-57897.7682693354,20201.80385592959,58
Harmala_alkaloid,-57897.739662349224,20202.845581087484,58
Methallylescaline,-57897.492335594936,20229.765104979542,58
MDEA,-57897.30779213124,20223.923196734228,58
MDA,-57896.411398234035,20264.911489238366,58
Methcathinone,-57896.40354799813,20267.279470109755,58
N-Ethylhexedrone,-57896.33704855113,20236.970136156255,58
Hexedrone,-57896.31880578501,20249.05332768103,58
Mephedrone,-57896.09827024567,20261.527587450408,58
3-MeO-PCMo,-57896.081383522214,20220.953205114543,58
"2,5-DMA",-57895.86931893332,20244.060161737085,58
Ethylphenidate,-57895.65427033655,20222.024459826032,58
Amphetamine,-57895.53964700781,20223.57429617787,58
Baeocystin,-57895.52404636556,20242.22864622918,58
Pyrazolam,-57895.24433554041,20241.446756236368,58
3C-E,-57895.20020837414,20245.56956803166,58
Cyclazodone,-57895.10780327896,20227.98388401344,58
6-APB,-57894.87932986843,20198.961524055005,58
Sufentanil,-57894.68754582364,20186.868647668947,58
LAE-32,-57894.58856710072,20241.09563839009,58
3-FPM,-57894.52657265087,20203.252252662573,58
Changa,-57894.50820810219,20242.717293954174,58
Pregabalin,-57894.437285447944,20229.794934673842,58
GABA,-57894.31499107336,20239.93729553056,58
Ephedrine,-57894.30876017028,20227.53719667815,58
Glutamate,-57894.20991109363,20275.517439377632,58
NBx,-57894.14090006413,20198.294870055593,58
25E-NBOH,-57893.9161564605,20184.667396084413,58
4-HO-MET,-57893.905027227156,20246.020652843934,58
5-Hydroxytryptophan,-57893.80960064099,20234.286131101748,58
Cannabis,-57893.7704274305,20237.095187514074,58
Baclofen,-57893.73975078813,20256.081138456848,58
Echinopsis_pachanoi,-57893.21593235485,20210.914837858836,58
Nicotiana_(botany),-57893.18040233337,20225.80631050074,58
PMMA,-57893.139419771476,20208.83961193022,58
2C-T-2,-57893.08005427698,20237.360279337106,58
APICA,-57893.034436569134,20193.55905095855,58
Methiopropamine,-57892.65229894991,20203.446692419428,58
2-Aminoindane,-57892.38928175178,20273.327585065603,58
ETH-CAT,-57892.32665779673,20233.42685526468,58
1P-ETH-LAD,-57892.11057706948,20199.48604589536,58
Carisoprodol,-57891.96018446108,20194.866063448622,58
Histamine,-57891.94038603326,20214.436031437664,58
TMA-2,-57891.88065654348,20210.036005252645,58
Pethidine,-57891.62435721426,20215.518290738324,58
Oxycodone,-57891.623809417775,20211.85813593984,58
Lophophora_williamsii,-57891.44448195655,20213.459292222255,58
5-MeO-DMT,-57891.135637242216,20218.527663934172,58
Butylone,-57890.97259895555,20238.705611006004,58
Tyrosine,-57890.949531717546,20255.901390024854,58
25B-NBOMe,-57890.925227740714,20244.050328865276,58
2C-P,-57890.56766636207,20223.26758107208,58
NM-2-AI,-57890.37480646167,20228.97018651963,58
Nicotine,-57890.28754351159,20213.4852308013,58
Eszopiclone,-57890.132748135205,20229.735526141776,58
5-MAPB,-57889.94380087894,20212.366435714226,58
DPT,-57889.638941573685,20190.354567502894,58
Ipomoea_tricolor,-57889.388631806294,20204.805583205078,58
Bromazepam,-57889.36001980921,20221.83910740678,58
1cP-LSD,-57889.35293653505,20226.033027192203,58
Escaline,-57889.34489687558,20233.251891123666,58
5-APB,-57889.23227546955,20218.919242123804,58
Salvinorin_A,-57889.22468040318,20252.074526428478,58
2C-B,-57889.21693810923,20268.36249888351,58
DOB,-57889.073220002756,20211.982538044773,58
Dopamine,-57888.965591720465,20217.607480752165,58
Theanine,-57888.80439889842,20238.30949968758,58
4-MeO-PCP,-57888.53674518035,20226.463779182188,58
Deschloroketamine,-57888.453285788666,20234.65080624683,58
Methylone,-57888.24284353544,20204.52249581073,58
Phenethylamine_(compound),-57888.173133718556,20241.238845759253,58
Bufotenin,-57888.115898498174,20220.16005388837,58
Meclofenoxate,-57888.02741217202,20255.64698485864,58
MDAI,-57887.85562799203,20237.06874301016,58
Zolpidem,-57887.79834506429,20190.201674174496,58
Banisteriopsis_caapi,-57887.63508280187,20222.19475066362,58
Prolintane,-57887.60168025206,20252.72981427296,58
LSD,-57887.55621314665,20200.076999750854,58
Cathinone,-57887.38106108328,20253.679475857047,58
DMT,-57887.35161590781,20233.87033937733,58
4-FA,-57887.31926764085,20192.869120844225,58
PRO-LAD,-57887.07454680163,20229.496018742193,58
DOM,-57886.770179945845,20221.936706205135,58
4-HO-MiPT,-57886.6316024584,20236.442005243196,58
Cocaine,-57886.129202829354,20215.516691060606,58
Deschloroetizolam,-57886.11990419955,20190.469104488682,58
1V-LSD,-57886.078257022236,20206.24939309292,58
Oxymorphone,-57885.972922543,20214.669267286255,58
Diphenhydramine,-57885.753374928034,20198.157743821244,58
Dichloropane,-57885.49591998602,20234.786069560523,58
Creatine,-57885.08189013087,20214.70211345434,58
4-HO-MPT,-57884.93236790032,20237.619095999074,58
O-PCE,-57884.92180606928,20253.510078912626,58
Lormetazepam,-57884.71344550108,20225.600025101594,58
Phenibut,-57884.69028712963,20230.618234803293,58
2-FA,-57884.52023918875,20240.273983585503,58
Buprenorphine,-57884.50324252453,20246.156646812768,58
U-47700,-57884.34741556028,20196.318811726065,58
STS-135,-57884.2889686083,20212.86875724828,58
Beta-Carboline,-57884.24927329401,20217.742088200393,58
Proscaline,-57883.987222410484,20225.03517766769,58
Midazolam,-57883.97124350071,20218.097352621055,58
Memantine,-57883.9257912718,20225.43475842992,58
Tizanidine,-57883.71877074653,20196.693693609686,58
5F-PB-22,-57883.66608144291,20231.839642105973,58
Datura,-57883.532847262664,20240.19884573519,58
"5,6-MDO-DMT",-57883.31703697813,20230.776164910643,58
Fentanyl,-57883.31523156988,20207.374830550816,58
MiPT,-57883.223815950856,20215.327724484934,58
5-MeO-MiPT,-57883.169624434464,20216.421078556137,58
Ketamine,-57883.1586823669,20248.936400687162,58
2C-B-FLY,-57882.98123666849,20250.549039260757,58
Ethylmorphine,-57882.96740579605,20230.37791858144,58
2C-T-21,-57882.95782643248,20194.13311779421,58
Methaqualone,-57882.8580751306,20226.355989667725,58
DET,-57882.810752233556,20230.537773636475,58
2-FEA,-57882.80843264481,20177.670770259705,58
EPT,-57882.78306021156,20261.425008111404,58
LSM-775,-57882.75928967164,20227.59021879739,58
Salvia_divinorum,-57882.64986799092,20258.32504293814,58
1cP-MiPLA,-57882.64804850827,20227.117295053762,58
Kratom,-57882.15334675127,20234.026173582413,58
4-HO-DET,-57882.14782673326,20236.142355821754,58
Salvinorin_B_methoxymethyl_ether,-57882.0679083857,20227.29791738279,58
Flubromazepam,-57882.00705592386,20218.60610511759,58
25C-NBOMe,-57881.9433717666,20224.502171436023,58
2C-I,-57881.75989574605,20227.03646040783,58
Poppers,-57881.590585287275,20211.50807403831,58
25C-NBOH,-57881.52645457613,20220.630371213978,58
THC-O-acetate,-57881.493476538824,20210.061447518925,58
Progesterone,-57881.48253699932,20197.2274454069,58
Clonazolam,-57881.382405274904,20210.14677182331,58
Pentobarbital,-57881.16145868959,20203.0222167555,58
Methoxetamine,-57880.79574375317,20233.803693584636,58
Mexedrone,-57880.606001924854,20251.056206793382,58
3-MMC,-57880.471130357735,20250.3649767082,58
4-FMA,-57880.426070205096,20219.263409676816,58
4-AcO-DMT,-57880.25348219378,20232.505170796107,58
4-HO-DiPT,-57880.18967288116,20220.642805304575,58
Gabapentin,-57880.109281946876,20213.845094100077,58
Phenobarbital,-57880.07111110975,20229.704482465757,58
MDPV,-57879.97953310095,20206.10687795219,58
Galantamine,-57879.687529691335,20206.625580699772,58
Metizolam,-57879.49213753075,20187.792471301924,58
Lisdexamfetamine,-57879.32329835357,20211.23437260378,58
Tabernanthe_iboga_(botany),-57879.29475023212,20196.27422070605,58
4-AcO-DiPT,-57879.27024699388,20211.52195341686,58
4-AcO-DET,-57879.22010813602,20205.123630280465,58
Tianeptine,-57879.176905476845,20218.029720834642,58
LSZ,-57878.746684288155,20189.810520062838,58
5F-AKB48,-57878.64792680329,20172.805324204215,58
Isopropylphenidate,-57878.605012229804,20200.97401431647,58
Clonidine,-57878.572059378545,20253.498016416295,58
Ethylone,-57878.52564666806,20209.45714957428,58
Diazepam,-57878.25642967224,20223.261206811192,58
Secobarbital,-57878.179843768994,20203.835757784127,58
NEP,-57878.17193641334,20237.278943756293,58
Nifoxipam,-57878.1410502853,20222.181797869274,58
A-PVP,-57877.53156539489,20241.370263107103,58
Promethazine,-57877.422318770965,20216.134164941726,58
Alprazolam,-57877.31104872247,20196.87100421276,58
Myristicin,-57877.15662884712,20222.729440125026,58
Clonazepam,-57876.89350992646,20249.176535033337,58
Argyreia_nervosa,-57876.76135234175,20206.465236289503,58
PCE,-57876.665273676655,20212.587989478056,58
MiPLA,-57876.59662817059,20221.282717768467,58
Etizolam,-57876.23870769554,20174.06635095877,58
Efavirenz,-57875.99427409007,20218.99600736334,58
Ibogaine,-57875.98816722426,20241.399937851107,58
Flunitrazepam,-57875.97096434338,20226.7161926259,58
Armodafinil,-57875.76793906606,20221.722437769804,58
Temazepam,-57875.610069600676,20227.973957969287,58
Codeine,-57875.60700467229,20198.29127385484,58
Mirtazapine,-57875.52444645865,20186.827977274846,58
Cannabidiol,-57875.40042682814,20214.324847476688,58
3-MeO-PCP,-57875.39417452442,20219.56992403959,58
Flunitrazolam,-57874.90349376715,20226.3819381836,58
O-Desmethyltramadol,-57874.758942521854,20209.02221581709,58
Heroin,-57874.48609848166,20235.606316969275,58
4-AcO-MiPT,-57874.067905175274,20191.770589011263,58
25I-NBOMe,-57874.02142381052,20157.687931567816,58
Dextromethorphan,-57873.71443433597,20214.455493046855,58
PARGY-LAD,-57873.71067973869,20208.40293603355,58
Ephylone,-57873.64167792016,20213.48224800295,58
Hydrocodone,-57873.424895536285,20197.814034685805,58
Methadone,-57873.399165967414,20226.905713944347,58
Dihydrocodeine,-57873.244534723715,20234.005202440672,58
ALD-52,-57872.714959074714,20238.336421900553,58
THJ-018,-57872.68110251632,20247.845483544967,58
ETH-LAD,-57872.661800849026,20222.453450514804,58
A-PHP,-57872.56053812956,20230.981746076508,58
Methylnaphthidate,-57871.86794064887,20228.54696450658,58
4F-EPH,-57871.78669965781,20179.531694962705,58
Flubromazolam,-57871.742332045374,20227.028442352737,58
25D-NBOMe,-57871.72815054039,20212.26612082413,58
Benzydamine,-57871.715680410125,20224.113554714106,58
AL-LAD,-57871.669016792854,20184.46482174103,58
Tapentadol,-57871.64611847647,20206.296877767272,58
3C-P,-57870.52299267259,20242.685033317208,58
Tetrahydrocannabinol,-57870.31492479197,20210.183924758312,58
1B-LSD,-57870.13244515041,20206.28246048154,58
DiPT,-57870.00864948898,20202.556396230273,58
25B-NBOH,-57869.9692027651,20223.878362220075,58
Flualprazolam,-57869.948067965175,20187.25995767662,58
25N-NBOMe,-57869.821369411104,20186.123734751927,58
DOC,-57869.36195219179,20228.37278804768,58
"3,4-CTMP",-57868.375932543444,20241.28121716337,58
2C-C,-57868.29313028886,20210.732586252067,58
Tetrahydrocannabiphorol,-57868.06164499706,20200.760320046553,58
Bromo-DragonFLY,-57867.943850930395,20245.352136182006,58
Dextropropoxyphene,-57867.870113199126,20222.487230800245,58
Bromantane,-57867.50706618305,20194.149938025206,58
25I-NBOH,-57867.225977743496,20209.27549025235,58
JWH-018,-57867.057813545754,20192.378765486603,58
AB-FUBINACA,-57866.73252526439,20232.60749563645,58
Citicoline,-57865.63365450193,20176.18577745355,58
Hydromorphone,-57865.42537358044,20224.253234977823,58
Modafinil,-57865.00203267151,20261.421043536866,58
Adrafinil,-57864.94790973746,20197.772895814567,58
DOx,-57864.90412125094,20237.255722336162,58
5-MeO-DiPT,-57864.89828946878,20219.9623703021,58
PMA,-57864.7943509961,20180.289950022474,58
Ephenidine,-57864.18506509785,20236.858222281135,58
2-FMA,-57863.89232074084,20205.220230750452,58
3-FEA,-57863.35865236048,20205.976966408733,58
4F-MPH,-57863.12881797963,20192.726519536376,58
THJ-2201,-57862.21175964536,20213.749064390777,58
5-MeO-DiBF,-57861.104979110176,20201.87877522395,58
5-MeO-DALT,-57860.31891374958,20206.63053676654,58
3-MeO-PCE,-57858.782159018105,20211.49292164311,58
Tramadol,-57857.013498269276,20197.308072981694,58
3-FA,-57854.833734136206,20186.276706759767,58
Alcohol,-57854.11803260857,20127.907438937636,58
Desoxypipradrol,-57853.37939427536,20210.886914004353,58
JWH-073,-57852.57687190689,20203.14768643462,58
Diphenidine,-57848.22842299527,20209.600874937583,58
Delta-8-THC,-57843.138854868455,20131.82672535313,58
PCP,-57842.18956786599,20224.86126790601,58
Alpha-MT,-57836.71074759549,20118.683342716748,58
Bk-2C-B,-57820.00306199954,20109.858682849597,58
4-HO-DPT,-57737.856824741284,20280.296013064566,58
Desomorphine,-57701.69323749291,20354.509148634224,57
8-Chlorotheophylline,-56700.9637027707,18264.988597705655,57
muscle_5-MeO-DiPT,-53612.07953643799,,1
muscle_Methamphetamine,-53568.34816741943,,1
muscle_GBL,-53551.70972442627,,1
muscle_Clonazolam,-53548.05205535889,,1
muscle_Acetylcholine,-53545.11389160156,,1
muscle_Poppers,-53539.65732383728,,1
muscle_MDPV,-53538.99082183838,,1
muscle_Nitrous,-53533.51624679565,,1
muscle_Progesterone,-53529.65682220459,,1
muscle_Salvinorin_B_methoxymethyl_ether,-53525.468841552734,,1
muscle_NM-2-AI,-53521.95245361328,,1
muscle_Choline_bitartrate,-53520.300132751465,,1
muscle_Flubromazepam,-53519.07383728027,,1
muscle_3-FA,-53516.6999130249,,1
muscle_Benzydamine,-53515.700035095215,,1
muscle_3-FEA,-53514.12113189697,,1
muscle_Baeocystin,-53510.09822845459,,1
muscle_5F-AKB48,-53508.16165161133,,1
muscle_Proscaline,-53505.24923706055,,1
muscle_SAM-e,-53501.38956451416,,1
muscle_Pregabalin,-53501.19770050049,,1
muscle_ALD-52,-53501.1801071167,,1
muscle_Pentedrone,-53496.89350891113,,1
muscle_Ketamine,-53496.55548477173,,1
muscle_Lophophora_williamsii,-53496.33713531494,,1
muscle_Citicoline,-53495.932762146,,1
muscle_4-AcO-MET,-53492.88932800293,,1
muscle_ETH-CAT,-53490.32712364197,,1
muscle_2C-H,-53488.54732513428,,1
muscle_Datura,-53488.08645629883,,1
muscle_3-FMA,-53488.00668334961,,1
muscle_Clonidine,-53486.09435272217,,1
muscle_Anadenanthera_peregrina,-53485.44985961914,,1
muscle_4-HO-MiPT,-53485.33283996582,,1
muscle_AB-FUBINACA,-53483.54327774048,,1
muscle_Nicotiana_(botany),-53482.33815765381,,1
muscle_MDAI,-53480.27490615845,,1
muscle_25B-NBOH,-53479.36111450195,,1
muscle_Lisdexamfetamine,-53478.93381881714,,1
muscle_Tizanidine,-53478.173793792725,,1
muscle_Theanine,-53477.96253967285,,1
"muscle_5,6-MDO-DMT",-53477.02551269531,,1
muscle_Midazolam,-53474.35052108765,,1
muscle_Flunitrazepam,-53474.02560424805,,1
muscle_Mescaline,-53473.11234283447,,1
muscle_Pentobarbital,-53472.87860107422,,1
muscle_Methylphenidate,-53472.76765823364,,1
muscle_DET,-53472.19841766357,,1
muscle_4-HO-EPT,-53470.896644592285,,1
muscle_Methcathinone,-53469.49337005615,,1
muscle_Etizolam,-53469.1468410492,,1
muscle_25C-NBOH,-53468.98120880127,,1
muscle_Glutamate,-53468.08470916748,,1
muscle_4F-MPH,-53467.66514587402,,1
muscle_Tianeptine,-53467.3404006958,,1
muscle_2C-E,-53465.251541137695,,1
muscle_4-FA,-53465.18131637573,,1
muscle_6-APB,-53464.94731903076,,1
muscle_JWH-018,-53464.303771972656,,1
muscle_4-MeO-PCP,-53464.26421356201,,1
muscle_25I-NBOH,-53462.73033905029,,1
muscle_N-Acetylcysteine,-53462.44920349121,,1
muscle_O-Desmethyltramadol,-53461.91864776611,,1
muscle_5-Hydroxytryptophan,-53461.470626831055,,1
muscle_Baclofen,-53460.18527984619,,1
muscle_Melatonin,-53459.771743774414,,1
muscle_MET,-53459.705600738525,,1
muscle_Diazepam,-53459.44246292114,,1
muscle_Diclazepam,-53459.38874435425,,1
muscle_2C-C,-53459.07210159302,,1
muscle_4-AcO-DET,-53458.7508392334,,1
muscle_Mephedrone,-53458.361225128174,,1
muscle_Clonazepam,-53457.88327789307,,1
muscle_PARGY-LAD,-53457.55711364746,,1
muscle_MDA,-53457.3656539917,,1
muscle_2C-B-FLY,-53456.82148838043,,1
muscle_LSZ,-53456.55651473999,,1
muscle_N-Ethylhexedrone,-53455.62194442749,,1
muscle_DMT,-53455.45776367188,,1
muscle_Salvinorin_A,-53454.39025115967,,1
muscle_5-MAPB,-53453.84294891357,,1
muscle_Ethylmorphine,-53452.98300933838,,1
muscle_Efavirenz,-53452.26508331299,,1
muscle_Nicotine,-53451.42472839356,,1
muscle_TMA-6,-53450.17082977295,,1
muscle_ETH-LAD,-53449.79912567139,,1
muscle_EPT,-53448.92740631104,,1
muscle_Dextropropoxyphene,-53447.97972488403,,1
muscle_2C-B,-53447.34410095215,,1
muscle_DiPT,-53447.2453918457,,1
muscle_4-HO-DiPT,-53446.99362182617,,1
muscle_2C-P,-53446.35691452026,,1
muscle_TMA-2,-53445.96970367432,,1
muscle_Hydrocodone,-53444.59477233887,,1
muscle_Adrafinil,-53444.46640396118,,1
muscle_Myristicin,-53444.41249847412,,1
muscle_Galantamine,-53444.30270385742,,1
muscle_4-AcO-DiPT,-53444.16453933716,,1
muscle_MiPT,-53443.762798309326,,1
muscle_Fentanyl,-53443.11903381348,,1
muscle_Alprazolam,-53442.428215026855,,1
muscle_DPT,-53442.13089370728,,1
muscle_Phenibut,-53441.2221698761,,1
muscle_Deschloroketamine,-53440.76186752319,,1
muscle_Diphenhydramine,-53440.44479751587,,1
muscle_Cyclazodone,-53440.00579833984,,1
muscle_Metizolam,-53439.57569885254,,1
muscle_Flualprazolam,-53439.09324073792,,1
muscle_HHC,-53438.03466796875,,1
muscle_25N-NBOMe,-53436.01222991943,,1
muscle_3-MeO-PCE,-53435.853439331055,,1
muscle_2C-D,-53435.81737518311,,1
muscle_Methaqualone,-53433.27237319946,,1
muscle_Prolintane,-53432.90343856812,,1
muscle_Histamine,-53432.11891174317,,1
muscle_DOx,-53430.9898147583,,1
muscle_THJ-2201,-53430.79713821411,,1
muscle_Gabapentin,-53430.66550827026,,1
muscle_Creatine,-53429.75016784668,,1
muscle_Modafinil,-53429.45367622376,,1
muscle_1V-LSD,-53429.44174194336,,1
muscle_DOC,-53429.090393066406,,1
muscle_Tapentadol,-53428.76256561279,,1
"muscle_3,4-CTMP",-53428.34154510498,,1
muscle_Salvia_divinorum,-53427.20133972168,,1
muscle_2-Aminoindane,-53426.528495788574,,1
muscle_2C-T-7,-53425.98399353027,,1
muscle_4-HO-MPT,-53425.861015319824,,1
muscle_8-Chlorotheophylline,-53425.56970214844,,1
muscle_Cocaine,-53425.25963973999,,1
muscle_Promethazine,-53424.78276062012,,1
muscle_1B-LSD,-53424.68522644043,,1
muscle_Tryptamine_(compound),-53424.4577255249,,1
muscle_Zopiclone,-53424.43625640869,,1
muscle_Buprenorphine,-53424.00666809082,,1
muscle_2-FEA,-53423.28793334961,,1
muscle_Delta-8-THC,-53421.5383605957,,1
muscle_Harmala_alkaloid,-53421.006828308105,,1
muscle_MDMA,-53420.993003845215,,1
muscle_Ephenidine,-53420.48630523682,,1
muscle_LSD,-53419.25283050537,,1
muscle_Bromo-DragonFLY,-53418.94764709473,,1
